sign,wkt
S246,"LINESTRING (-120.3069560 34.6470860, -120.3060410 34.6460800, -120.3054530 34.6454820, -120.3049170 34.6449680, -120.3041840 34.6442910, -120.3033610 34.6436120, -120.3024870 34.6429590, -120.3014090 34.6421820, -120.3002560 34.6414040, -120.2991870 34.6407250, -120.2988880 34.6405350, -120.2983690 34.6402300, -120.2979810 34.6399920, -120.2978830 34.6399300, -120.2956420 34.6385110, -120.2954840 34.6384110, -120.2945000 34.6377760)"
S246,"LINESTRING (-120.3291690 34.6631500, -120.3288980 34.6630190, -120.3286590 34.6628910, -120.3283810 34.6627070, -120.3276390 34.6621690, -120.3274010 34.6619770, -120.3272320 34.6618620, -120.3267290 34.6614420, -120.3262110 34.6610420, -120.3260890 34.6609590, -120.3255530 34.6605920, -120.3247930 34.6600470, -120.3241830 34.6595700, -120.3229040 34.6586020, -120.3226750 34.6584350, -120.3225590 34.6583500, -120.3218100 34.6577790, -120.3209420 34.6571710, -120.3207040 34.6569860, -120.3203520 34.6567340)"
S246,"LINESTRING (-120.3203520 34.6567340, -120.3200470 34.6565160, -120.3194060 34.6560350, -120.3187180 34.6555350, -120.3184300 34.6553060, -120.3177730 34.6548350, -120.3169260 34.6541710, -120.3161910 34.6536280, -120.3152390 34.6528890, -120.3149980 34.6527110, -120.3146990 34.6524910, -120.3146530 34.6524570, -120.3139830 34.6519780, -120.3131810 34.6514650, -120.3124530 34.6510760, -120.3123930 34.6510440, -120.3121160 34.6509300, -120.3112760 34.6505210, -120.3109230 34.6503490, -120.3103850 34.6500580, -120.3100510 34.6498560, -120.3098830 34.6497380, -120.3095840 34.6495470, -120.3090390 34.6491400, -120.3082920 34.6484820, -120.3080280 34.6482300, -120.3076270 34.6478130, -120.3071320 34.6472800, -120.3069560 34.6470860)"
U101,"LINESTRING (-120.2665850 34.7396930, -120.2662600 34.7394780, -120.2656650 34.7391150, -120.2650470 34.7387790, -120.2644770 34.7385120, -120.2638200 34.7382420, -120.2633890 34.7380930, -120.2628330 34.7379190, -120.2624610 34.7378200, -120.2619460 34.7376990, -120.2612990 34.7375750, -120.2582900 34.7371700, -120.2580100 34.7371340, -120.2579610 34.7371280, -120.2570990 34.7369930, -120.2564550 34.7369000)"
U101,"LINESTRING (-120.2855280 34.7521580, -120.2849260 34.7518380, -120.2829580 34.7507630, -120.2816020 34.7499880, -120.2802220 34.7492310, -120.2793920 34.7486890, -120.2785340 34.7481040, -120.2775830 34.7474340, -120.2748580 34.7455160, -120.2738520 34.7447860, -120.2731040 34.7442670)"
S135,"LINESTRING (-120.2790910 34.7440650, -120.2777350 34.7440040, -120.2768430 34.7439610, -120.2762600 34.7439240, -120.2759700 34.7438970, -120.2757890 34.7438730, -120.2753730 34.7437990, -120.2749150 34.7436820, -120.2742460 34.7434650, -120.2739420 34.7433450, -120.2736810 34.7432410, -120.2732770 34.7430600, -120.2730770 34.7429520)"
S135,"LINESTRING (-120.3167640 34.7511860, -120.3165830 34.7510520, -120.3159210 34.7505470, -120.3154370 34.7501600, -120.3150050 34.7498400, -120.3147150 34.7496720, -120.3144690 34.7495540, -120.3142440 34.7494640, -120.3140160 34.7493860, -120.3138180 34.7493400, -120.3134350 34.7492750, -120.3123110 34.7491230, -120.3121780 34.7491050, -120.3105360 34.7488500, -120.3077410 34.7484340, -120.3051270 34.7480740, -120.3033050 34.7477900, -120.3020040 34.7475930, -120.3004550 34.7473720, -120.3002180 34.7473350, -120.3001380 34.7473250)"
S135,"LINESTRING (-120.3335450 34.7551110, -120.3333800 34.7550700, -120.3323890 34.7548660, -120.3299710 34.7543810, -120.3274340 34.7539060, -120.3224510 34.7529390, -120.3222820 34.7529120, -120.3222120 34.7529010, -120.3214120 34.7527500, -120.3207750 34.7526190, -120.3187230 34.7522310, -120.3182160 34.7520800, -120.3179560 34.7519640, -120.3175750 34.7517640, -120.3171130 34.7514430, -120.3167640 34.7511860)"
S135,"LINESTRING (-120.3505670 34.7554550, -120.3490320 34.7553330, -120.3481770 34.7552900, -120.3475060 34.7552990, -120.3467720 34.7553730, -120.3463450 34.7554330, -120.3453940 34.7556130, -120.3437040 34.7559220, -120.3434640 34.7559670, -120.3432960 34.7559990, -120.3415690 34.7562560, -120.3393740 34.7565190, -120.3391150 34.7565380, -120.3388590 34.7565470, -120.3385970 34.7565470, -120.3381410 34.7565080, -120.3379500 34.7564760, -120.3375330 34.7563880, -120.3350050 34.7555410, -120.3343350 34.7553210, -120.3339330 34.7552060, -120.3335450 34.7551110)"
U101,"LINESTRING (-120.3090420 34.7732530, -120.3108410 34.7754080, -120.3108780 34.7754520, -120.3124010 34.7773190, -120.3130820 34.7781830, -120.3144390 34.7798310, -120.3151770 34.7806790, -120.3151970 34.7807020, -120.3158280 34.7814630, -120.3158510 34.7814860, -120.3168330 34.7825020, -120.3173680 34.7830180, -120.3182260 34.7836800, -120.3192410 34.7844170, -120.3195920 34.7846500, -120.3198530 34.7848120)"
U101,"LINESTRING (-120.2993200 34.7610340, -120.2995200 34.7613080, -120.2995710 34.7613710, -120.2998950 34.7617780, -120.3001740 34.7621610, -120.3004280 34.7624820, -120.3011180 34.7633120, -120.3011740 34.7633860, -120.3012770 34.7635220, -120.3013770 34.7636550, -120.3027090 34.7654510, -120.3049760 34.7683010, -120.3059950 34.7694960, -120.3066100 34.7702540, -120.3066800 34.7703390, -120.3073020 34.7711680, -120.3090420 34.7732530)"
U101,"LINESTRING (-120.2979320 34.7593460, -120.2973590 34.7587950, -120.2970960 34.7585730, -120.2968360 34.7583780, -120.2963570 34.7580320, -120.2961220 34.7578790, -120.2960430 34.7578270, -120.2954510 34.7574680, -120.2947080 34.7570640, -120.2944090 34.7569010, -120.2944080 34.7569000, -120.2944040 34.7568980, -120.2943460 34.7568670)"
U101,"LINESTRING (-120.2564550 34.7369000, -120.2561750 34.7368590, -120.2543320 34.7366160, -120.2471720 34.7356240, -120.2462930 34.7354950, -120.2459950 34.7354440, -120.2455360 34.7353560, -120.2449160 34.7352010, -120.2445040 34.7350800, -120.2439530 34.7348920, -120.2430910 34.7345420, -120.2420600 34.7341050, -120.2399390 34.7331850)"
U101,"LINESTRING (-120.2399390 34.7331850, -120.2381720 34.7324190, -120.2360210 34.7315040, -120.2359770 34.7314850, -120.2336350 34.7304730, -120.2336160 34.7304650, -120.2331710 34.7302750, -120.2328990 34.7301590, -120.2274000 34.7277950, -120.2268880 34.7275930, -120.2263370 34.7274080, -120.2258010 34.7272460, -120.2240810 34.7267540)"
U101,"LINESTRING (-120.3343100 34.7925950, -120.3338900 34.7923530, -120.3328630 34.7918090, -120.3328610 34.7918080, -120.3308180 34.7907000, -120.3256460 34.7879630, -120.3239400 34.7870440, -120.3234130 34.7867460, -120.3213200 34.7856530, -120.3203400 34.7851150, -120.3198530 34.7848120)"
U101,"LINESTRING (-120.3432660 34.8048790, -120.3436730 34.8059920, -120.3437460 34.8061920, -120.3442300 34.8075020)"
S135,"LINESTRING (-120.4146130 34.7628200, -120.4145470 34.7628000, -120.4138940 34.7625910, -120.4132310 34.7623500, -120.4116020 34.7616620, -120.4112430 34.7615030, -120.4105210 34.7611250, -120.4092290 34.7603980, -120.4088930 34.7602210, -120.4084120 34.7600050, -120.4079270 34.7598030, -120.4074150 34.7596230, -120.4070050 34.7594980, -120.4067620 34.7594350, -120.4062910 34.7593290, -120.4058980 34.7592550, -120.4056190 34.7591880, -120.4019650 34.7587350)"
S1,"LINESTRING (-120.4240944 34.7664584, -120.4232015 34.7660561, -120.4258195 34.7570615, -120.4263685 34.7569195, -120.4269025 34.7569005, -120.4277265 34.7573585, -120.4288865 34.7573815, -120.4303895 34.7576485, -120.4308395 34.7572895, -120.4314725 34.7538985, -120.4326405 34.7530295, -120.4332425 34.7517895, -120.4334415 34.7510415, -120.4341125 34.7500115, -120.4355695 34.7468295, -120.4358825 34.7455715, -120.4362865 34.7449795, -120.4373775 34.7443085, -120.4384005 34.7437215, -120.4378965 34.7431705, -120.4368515 34.7432095, -120.4364015 34.7426185, -120.4364015 34.7416115, -120.4360425 34.7411115, -120.4361805 34.7404705, -120.4360425 34.7394215, -120.4368665 34.7388195, -120.4370725 34.7383915, -120.4361805 34.7374685, -120.4366535 34.7369385, -120.4368135 34.7359085, -120.4366535 34.7354085, -120.4375385 34.7351795, -120.4391175 34.7356605, -120.4394985 34.7346805, -120.4392775 34.7341495, -120.4393385 34.7320705, -120.4399185 34.7314915, -120.4402775 34.7309185, -120.4413905 34.7305295, -120.4416885 34.7301215, -120.4417725 34.7292505, -120.4421925 34.7286985, -120.4419095 34.7282215, -120.4410475 34.7285885, -120.4404375 34.7285885, -120.4404375 34.7280805, -120.4397205 34.7276685, -120.4385295 34.7273715, -120.4367825 34.7258915, -120.4364475 34.7254985, -120.4355635 34.7233005, -120.4352035 34.7227285, -120.4346115 34.7221255, -120.4341735 34.7216785, -120.4337925 34.7211495, -120.4328685 34.7187695, -120.4325405 34.7177205, -120.4323735 34.7166405, -120.4324795 34.7161595, -120.4333875 34.7145995, -120.4341965 34.7125895, -120.4347225 34.7106595, -120.4353865 34.7084885, -120.4379275 34.7055815, -120.4425585 34.6977315, -120.4429155 34.6972325, -120.4467085 34.6904795)"
U101,"LINESTRING (-120.3734250 34.8396970, -120.3745210 34.8408970, -120.3757560 34.8422130, -120.3764100 34.8429090, -120.3781390 34.8448590, -120.3783210 34.8450690, -120.3801330 34.8471380, -120.3812170 34.8484100, -120.3837900 34.8513650)"
U101,"LINESTRING (-120.3624510 34.8283430, -120.3632760 34.8290440, -120.3633230 34.8290840, -120.3644100 34.8300310, -120.3650730 34.8306830, -120.3656620 34.8312620, -120.3663860 34.8320240, -120.3667910 34.8324830, -120.3669390 34.8326430, -120.3705790 34.8365860, -120.3724430 34.8386420, -120.3732800 34.8395380, -120.3734250 34.8396970)"
U101,"LINESTRING (-120.3588240 34.8252860, -120.3588110 34.8252750, -120.3588010 34.8252670, -120.3586160 34.8251130, -120.3585110 34.8250260, -120.3575680 34.8242420, -120.3572110 34.8239460, -120.3571440 34.8238900, -120.3570230 34.8237810, -120.3555960 34.8225920, -120.3543300 34.8215610, -120.3541790 34.8214280, -120.3533590 34.8207090, -120.3522970 34.8198540, -120.3505060 34.8182940)"
U101,"LINESTRING (-120.4126410 34.8846700, -120.4133470 34.8854700, -120.4144770 34.8867960)"
U101,"LINESTRING (-120.3981780 34.8679870, -120.3998620 34.8699320, -120.4005380 34.8707310, -120.4032780 34.8738780, -120.4042580 34.8750020)"
S1,"LINESTRING (-120.4633830 34.8682230, -120.4631000 34.8680320, -120.4590820 34.8654040, -120.4570980 34.8640970, -120.4569470 34.8639960)"
S1,"LINESTRING (-120.4705190 34.8721730, -120.4703640 34.8721260, -120.4696060 34.8718820, -120.4684850 34.8714720, -120.4682210 34.8713520, -120.4681420 34.8713170, -120.4679220 34.8711900, -120.4677730 34.8711050, -120.4675210 34.8709610, -120.4666700 34.8704050)"
S1,"LINESTRING (-120.4858900 34.8768460, -120.4855100 34.8767320, -120.4844940 34.8764290, -120.4834820 34.8761380, -120.4828480 34.8759560, -120.4807830 34.8753170, -120.4787300 34.8746670, -120.4775850 34.8743290, -120.4755840 34.8737160, -120.4745710 34.8733980, -120.4714520 34.8724580, -120.4705190 34.8721730)"
S1,"LINESTRING (-120.5143790 34.8924960, -120.5131080 34.8916730, -120.5129660 34.8915810, -120.5114570 34.8905450, -120.5111850 34.8903730, -120.5069010 34.8875570, -120.5068230 34.8875080, -120.5045470 34.8860650, -120.5013750 34.8839320, -120.5007480 34.8835570)"
S1,"LINESTRING (-120.5124930 34.7651540, -120.5120830 34.7672540, -120.5116570 34.7694740, -120.5115810 34.7699600, -120.5113990 34.7711160, -120.5112350 34.7717460, -120.5109840 34.7723070, -120.5108000 34.7725780, -120.5104900 34.7730220, -120.5102740 34.7732570, -120.5099990 34.7735210, -120.5097370 34.7737310, -120.5094820 34.7738900, -120.5092510 34.7740430, -120.5087750 34.7742910, -120.5085440 34.7743860, -120.5082580 34.7744700, -120.5076480 34.7746130, -120.5073550 34.7746550, -120.5070250 34.7746750, -120.5061560 34.7746270, -120.5050870 34.7745910, -120.5033960 34.7744710)"
S1,"LINESTRING (-120.4949520 34.7754460, -120.4946160 34.7753650, -120.4942990 34.7752720, -120.4933430 34.7749690, -120.4927150 34.7747700, -120.4920220 34.7746040, -120.4916520 34.7745660, -120.4915860 34.7745600)"
S1,"LINESTRING (-120.4454320 34.8062540, -120.4465900 34.8084850, -120.4470470 34.8094210, -120.4477590 34.8108430, -120.4477820 34.8108870, -120.4479330 34.8111830, -120.4480470 34.8114650, -120.4480750 34.8115440, -120.4481620 34.8117550, -120.4482820 34.8120410, -120.4484310 34.8124680, -120.4485020 34.8127880, -120.4487560 34.8138430, -120.4487960 34.8140740)"
S1,"LINESTRING (-120.4589970 34.7895630, -120.4589660 34.7895890, -120.4580230 34.7902620, -120.4574500 34.7906410, -120.4567370 34.7910560, -120.4557790 34.7915430, -120.4543650 34.7922460, -120.4527620 34.7930280, -120.4518600 34.7934910, -120.4516650 34.7936160, -120.4511030 34.7939930, -120.4501010 34.7947180, -120.4489500 34.7955720, -120.4469140 34.7970610, -120.4453480 34.7982340, -120.4447560 34.7987120, -120.4444140 34.7990280)"
S1,"LINESTRING (-120.4844700 34.7761310, -120.4833810 34.7766930, -120.4811970 34.7777560, -120.4805440 34.7780830, -120.4798850 34.7784140, -120.4789120 34.7786990, -120.4783520 34.7788600, -120.4776390 34.7789820, -120.4770860 34.7790450, -120.4766650 34.7790660, -120.4763850 34.7790680, -120.4743050 34.7789990, -120.4735360 34.7789920, -120.4731830 34.7790040, -120.4725290 34.7790540, -120.4720650 34.7791090, -120.4714040 34.7792210, -120.4713270 34.7792370)"
S1,"LINESTRING (-120.4348670 34.7854590, -120.4358610 34.7875610, -120.4358840 34.7876100, -120.4384710 34.7927320, -120.4387590 34.7932620, -120.4388190 34.7933710, -120.4392890 34.7942480, -120.4402390 34.7961540, -120.4407550 34.7971360, -120.4409350 34.7974500)"
S1,"LINESTRING (-120.4996040 34.7294660, -120.5004430 34.7303310, -120.5012420 34.7311620, -120.5029170 34.7328570, -120.5037470 34.7337080, -120.5044520 34.7344370, -120.5045050 34.7344910, -120.5060860 34.7361170, -120.5084770 34.7385630, -120.5095250 34.7396120, -120.5103300 34.7404270, -120.5106280 34.7407340)"
S1,"LINESTRING (-120.5190520 34.7517300, -120.5179570 34.7524580, -120.5166680 34.7533290, -120.5163670 34.7535250, -120.5160950 34.7537270, -120.5156800 34.7540840, -120.5154320 34.7543600, -120.5150200 34.7548870, -120.5147730 34.7552600, -120.5145050 34.7557580, -120.5143740 34.7561110, -120.5141750 34.7568670, -120.5141400 34.7570600, -120.5141280 34.7571810, -120.5138480 34.7584600, -120.5136520 34.7594300)"
S1,"LINESTRING (-120.5106280 34.7407340, -120.5139880 34.7441930, -120.5145950 34.7447910, -120.5148800 34.7451160, -120.5182330 34.7485400, -120.5189360 34.7492830, -120.5196020 34.7500150, -120.5204160 34.7508400)"
S1,"LINESTRING (-120.4896690 34.7173590, -120.4897730 34.7177150, -120.4900020 34.7182700, -120.4903590 34.7188970, -120.4905140 34.7191610, -120.4907770 34.7194980, -120.4913730 34.7201410, -120.4921480 34.7208600, -120.4924820 34.7211960, -120.4928230 34.7216060, -120.4931890 34.7221790, -120.4935830 34.7228960, -120.4940890 34.7237020, -120.4943800 34.7241380, -120.4947910 34.7246890, -120.4952420 34.7252190, -120.4955670 34.7255790, -120.4961960 34.7261470, -120.4971950 34.7270870, -120.4980950 34.7279330, -120.4984980 34.7283370)"
S1,"LINESTRING (-120.4882310 34.7109210, -120.4876880 34.7094690, -120.4875290 34.7091070, -120.4873750 34.7088290, -120.4873200 34.7087300, -120.4872040 34.7085700, -120.4870280 34.7083150, -120.4867380 34.7079920, -120.4864180 34.7077070, -120.4860580 34.7074420, -120.4859100 34.7073490, -120.4856030 34.7071830, -120.4851440 34.7069760, -120.4843960 34.7067300, -120.4832950 34.7063850, -120.4816760 34.7058810)"
S246,"LINESTRING (-120.6023785 34.6814925, -120.6024625 34.6826595, -120.6016085 34.6843985, -120.6006925 34.6850895, -120.5999975 34.6854515, -120.5987775 34.6856305, -120.5946195 34.6860005, -120.5925215 34.6859515, -120.5892485 34.6855205, -120.5872065 34.6849935, -120.5871885 34.6849895, -120.5839465 34.6837315, -120.5688015 34.6748395, -120.5650635 34.6733015, -120.5641795 34.6727995, -120.5622865 34.6721115, -120.5599975 34.6704595, -120.5573735 34.6686515, -120.5553325 34.6673515, -120.5535195 34.6661985, -120.5484775 34.6628495, -120.5478135 34.6625095, -120.5471195 34.6619795, -120.5359425 34.6545295, -120.5272215 34.6486395, -120.5236205 34.6462405, -120.5230405 34.6460305, -120.5184175 34.6450695, -120.5095825 34.6433605, -120.5009385 34.6416585, -120.4999775 34.6415215, -120.4922945 34.6399955)"
S1,"LINESTRING (-120.4740860 34.7032090, -120.4737850 34.7030270, -120.4733620 34.7027730, -120.4726740 34.7023160, -120.4719350 34.7017980, -120.4711220 34.7011800, -120.4687770 34.6994920)"
S1,"LINESTRING (-120.4578090 34.6809530, -120.4579360 34.6811380, -120.4588260 34.6824290, -120.4590410 34.6827980, -120.4591330 34.6829760, -120.4592420 34.6832260, -120.4592980 34.6833840, -120.4593700 34.6836530, -120.4594490 34.6841140, -120.4594530 34.6845490, -120.4594140 34.6849530, -120.4590090 34.6873930, -120.4587810 34.6887850)"
CS20,"LINESTRING (-120.4388585 34.6750715, -120.4364775 34.6742515, -120.4335935 34.6729395, -120.4317935 34.6723895, -120.4279935 34.6716185, -120.4203185 34.6688915, -120.4126205 34.6660385, -120.4105685 34.6652605, -120.4091795 34.6650825, -120.4050558 34.6644974)"
S135,"LINESTRING (-120.3849340 34.7578300, -120.3817650 34.7574260, -120.3808080 34.7573190, -120.3796040 34.7571870, -120.3789700 34.7571060, -120.3785150 34.7570320, -120.3780490 34.7569370, -120.3769780 34.7566670, -120.3726890 34.7555950, -120.3721760 34.7554680, -120.3717950 34.7553870, -120.3709510 34.7552420, -120.3700740 34.7551430, -120.3698840 34.7551220, -120.3698330 34.7551160, -120.3678220 34.7548460)"
S135,"LINESTRING (-120.3678220 34.7548460, -120.3673910 34.7547880, -120.3660840 34.7546470, -120.3653610 34.7545900, -120.3647870 34.7545860, -120.3642470 34.7545990, -120.3634800 34.7546400, -120.3597670 34.7550810, -120.3567010 34.7554610, -120.3553310 34.7556190, -120.3546590 34.7556620, -120.3538540 34.7556760, -120.3529630 34.7556270, -120.3520170 34.7555430, -120.3511720 34.7554930, -120.3510540 34.7554860, -120.3507480 34.7554690, -120.3505670 34.7554550)"
S246,"LINESTRING (-120.4047060 34.6644960, -120.4044530 34.6644980, -120.4033060 34.6645170, -120.4023530 34.6645920, -120.4012020 34.6646890, -120.4006970 34.6647310, -120.3999990 34.6647450, -120.3963550 34.6647300, -120.3940720 34.6647100, -120.3881210 34.6646870, -120.3875590 34.6646830, -120.3871930 34.6646800)"
S246,"LINESTRING (-120.3696700 34.6646110, -120.3683420 34.6646020, -120.3649340 34.6646050, -120.3632670 34.6645880, -120.3626120 34.6645820, -120.3583980 34.6645640, -120.3582720 34.6645640, -120.3572130 34.6645680, -120.3547780 34.6645610, -120.3520110 34.6645540)"
S246,"LINESTRING (-120.3520110 34.6645540, -120.3516980 34.6645530, -120.3443160 34.6644980, -120.3442760 34.6644990, -120.3438240 34.6645060, -120.3425440 34.6644990, -120.3387670 34.6644800, -120.3377110 34.6644860, -120.3356930 34.6644580, -120.3353940 34.6644640, -120.3348400 34.6644560)"
